Type,SKU,Name,Published,Visibility in catalog,Description,Sale price,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default
variation,RING-00053-Yellow Gold-Natural-10 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,16925.8,20773.822953236075,,https://image.brilliantearth.com/media/diamond_ring_vto/YX/BE1D322_yellow_Oval_top_2_carat.png,RING-00053,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00053-White Gold-Lab Grown-10 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,916.6,1206.884225838515,,https://image.brilliantearth.com/media/diamond_ring_vto/HF/BE1D322_white_Oval_top_2_carat.png,RING-00053,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00053-White Gold-Natural-10 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,16925.8,22363.480482870465,,https://image.brilliantearth.com/media/diamond_ring_vto/HF/BE1D322_white_Oval_top_2_carat.png,RING-00053,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00053-Rose Gold-Lab Grown-10 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,916.6,1152.4321518729323,,https://image.brilliantearth.com/media/diamond_ring_vto/VQ/BE1D322_rose_Oval_top_2_carat.png,RING-00053,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00053-Rose Gold-Natural-10 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,16925.8,19158.596341275337,,https://image.brilliantearth.com/media/diamond_ring_vto/VQ/BE1D322_rose_Oval_top_2_carat.png,RING-00053,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00053-Yellow Gold-Lab Grown-14 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,1002.1,1144.2525780445892,,https://image.brilliantearth.com/media/diamond_ring_vto/YX/BE1D322_yellow_Oval_top_2_carat.png,RING-00053,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00053-Yellow Gold-Natural-14 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,17011.3,21083.66599496493,,https://image.brilliantearth.com/media/diamond_ring_vto/YX/BE1D322_yellow_Oval_top_2_carat.png,RING-00053,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00053-White Gold-Lab Grown-14 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,1002.1,1251.6922383289211,,https://image.brilliantearth.com/media/diamond_ring_vto/HF/BE1D322_white_Oval_top_2_carat.png,RING-00053,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00053-White Gold-Natural-14 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,17011.3,20402.192007905363,,https://image.brilliantearth.com/media/diamond_ring_vto/HF/BE1D322_white_Oval_top_2_carat.png,RING-00053,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00053-Rose Gold-Lab Grown-14 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,1002.1,1123.7892888295917,,https://image.brilliantearth.com/media/diamond_ring_vto/VQ/BE1D322_rose_Oval_top_2_carat.png,RING-00053,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00053-Rose Gold-Natural-14 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,17011.3,22413.86137035965,,https://image.brilliantearth.com/media/diamond_ring_vto/VQ/BE1D322_rose_Oval_top_2_carat.png,RING-00053,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00053-Yellow Gold-Lab Grown-18 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,1074.1,1355.3895834773468,,https://image.brilliantearth.com/media/diamond_ring_vto/YX/BE1D322_yellow_Oval_top_2_carat.png,RING-00053,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00053-Yellow Gold-Natural-18 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,17083.3,19866.286964461535,,https://image.brilliantearth.com/media/diamond_ring_vto/YX/BE1D322_yellow_Oval_top_2_carat.png,RING-00053,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00053-White Gold-Lab Grown-18 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,1074.1,1235.4369157032197,,https://image.brilliantearth.com/media/diamond_ring_vto/HF/BE1D322_white_Oval_top_2_carat.png,RING-00053,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00053-White Gold-Natural-18 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,17083.3,22841.839619126476,,https://image.brilliantearth.com/media/diamond_ring_vto/HF/BE1D322_white_Oval_top_2_carat.png,RING-00053,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00053-Rose Gold-Lab Grown-18 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,1074.1,1289.8886720777978,,https://image.brilliantearth.com/media/diamond_ring_vto/VQ/BE1D322_rose_Oval_top_2_carat.png,RING-00053,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00053-Rose Gold-Natural-18 Kt,Adorned Opera Three Stone Diamond Engagement Ring,1,visible,,17083.3,21160.334338030774,,https://image.brilliantearth.com/media/diamond_ring_vto/VQ/BE1D322_rose_Oval_top_2_carat.png,RING-00053,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variable,RING-00054,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,"
            <p>Alternating round and marquise diamonds wrap three-fourths of the way around the band creating an alluring pattern in this chic and distinctive ring.</p>
            <table>
                <tr>
                    <th colspan=2>Ring Details</th>
                </tr>
                <tr>
                    <th>Product Name:</th>
                    <td>Versailles Three-Quarter Coverage Diamond Engagement Ring</td>
                </tr>
                <tr>
                    <th>SKU:</th>
                    <td>RING-00054</td>
                </tr>
                <tr>
                    <th>Width:</th>
                    <td>1.8 mm mm</td>
                </tr>
                <tr>
                    <th>Available sizes:</th>
                    <td>4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5</td>
                </tr>
                <tr>
                    <th>Gold Weight:</th>
                    <td>&asymp; 3.9 gm.</td>
                </tr>
                <tr>
                    <th>Available Gold Type:</th>
                    <td>Yellow Gold, Rose Gold, White Gold</td>
                </tr>
                <tr>
                    <th>Available Gold Composition:</th>
                    <td>10K, 14K, 18K</td>
                </tr>
                <tr>
                    <th>Diamond Type:</th>
                    <td>Natural, Lab Grown</td>
                </tr>
                <tr>
                    <th>Gemstone Shape:</th>
                    <td>Oval</td>
                </tr>
                <tr>
                    <th>Gemstone Setting:</th>
                    <td>Four-Prong</td>
                </tr>
                <tr>
                    <th>Gemstone Carat Weight:</th>
                    <td>2.0 Ct.</td>
                </tr>
                <tr>
                    <th>Accent Gemstones (Side Diamond):</th>
                    <td>
                        <pre>Type : Natural or lab diamond, depending on selected center diamond<br />Shape : Round<br />Number : 6<br />Min .carat total weight .: 0.16<br />Setting : Prong Set<br />Average color : F/G<br />Average clarity : SI<br />Type : Natural or lab diamond, depending on selected center diamond<br />Shape : Marquise<br />Number : 6<br />Min .carat total weight .: 0.36<br />Setting : Prong Set<br />Average color : F/G<br />Average clarity : SI</pre>
                    </td>
                </tr>
            </table>
            ",,,Rings,"https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/24/BE1D626_OV_200ct_yellow_side1.jpg,https://image.brilliantearth.com/media/carat_image/33/BE1D626_OV_200ct_yellow_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/94/BE1D626_OV_200ct_white_side1.jpg,https://image.brilliantearth.com/media/carat_image/D5/BE1D626_OV_200ct_white_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/C8/BE1D626_OV_200ct_rose_side1.jpg,https://image.brilliantearth.com/media/carat_image/26/BE1D626_OV_200ct_rose_side2.jpg",,Composition,"10 Kt, 14 Kt, 18 Kt",1,1,10 Kt,Ring Size,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5",1,1,4.0,Diamond Type,"Lab Grown, Natural",1,1,Lab Grown,Color,"Rose Gold, White Gold, Yellow Gold",1,1,Yellow Gold
variation,RING-00054-Yellow Gold-Lab Grown-10 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,884.2,1127.930749158794,,https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,RING-00054,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00054-Yellow Gold-Natural-10 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,16916.2,19336.69564956656,,https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,RING-00054,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00054-White Gold-Lab Grown-10 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,884.2,1002.814943692901,,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,RING-00054,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00054-White Gold-Natural-10 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,16916.2,20635.62899644016,,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,RING-00054,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00054-Rose Gold-Lab Grown-10 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,884.2,1126.7393684033573,,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,RING-00054,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00054-Rose Gold-Natural-10 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,16916.2,19803.575863537066,,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,RING-00054,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00054-Yellow Gold-Lab Grown-14 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,958.3,1244.7373572863617,,https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,RING-00054,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00054-Yellow Gold-Natural-14 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,16990.3,20413.298813241057,,https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,RING-00054,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00054-White Gold-Lab Grown-14 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,958.3,1286.3308038883529,,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,RING-00054,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00054-White Gold-Natural-14 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,16990.3,22335.233381837657,,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,RING-00054,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00054-Rose Gold-Lab Grown-14 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,958.3,1162.3725084115715,,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,RING-00054,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00054-Rose Gold-Natural-14 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,16990.3,22043.327598876313,,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,RING-00054,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00054-Yellow Gold-Lab Grown-18 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,1020.7,1149.578078739596,,https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,RING-00054,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00054-Yellow Gold-Natural-18 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,17052.7,19476.691449037135,,https://image.brilliantearth.com/media/diamond_ring_vto/NM/BE1D626_yellow_Oval_top_2_carat.png,RING-00054,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00054-White Gold-Lab Grown-18 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,1020.7,1167.6685699566583,,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,RING-00054,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00054-White Gold-Natural-18 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,17052.7,19975.104979203552,,https://image.brilliantearth.com/media/diamond_ring_vto/42/BE1D626_white_Oval_top_2_carat.png,RING-00054,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00054-Rose Gold-Lab Grown-18 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,1020.7,1307.603208438259,,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,RING-00054,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00054-Rose Gold-Natural-18 Kt,Versailles Three-Quarter Coverage Diamond Engagement Ring,1,visible,,17052.7,21266.18027613811,,https://image.brilliantearth.com/media/diamond_ring_vto/EG/BE1D626_rose_Oval_top_2_carat.png,RING-00054,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variable,RING-00055,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,"
            <p>Classic yet captivating, this three stone design features shimmering baguette diamonds set vertically next to the center gem.</p>
            <table>
                <tr>
                    <th colspan=2>Ring Details</th>
                </tr>
                <tr>
                    <th>Product Name:</th>
                    <td>Vertical Baguette Three Stone Diamond Engagement Ring</td>
                </tr>
                <tr>
                    <th>SKU:</th>
                    <td>RING-00055</td>
                </tr>
                <tr>
                    <th>Width:</th>
                    <td>1.5 mm mm</td>
                </tr>
                <tr>
                    <th>Available sizes:</th>
                    <td>4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5</td>
                </tr>
                <tr>
                    <th>Gold Weight:</th>
                    <td>&asymp; 3.6 gm.</td>
                </tr>
                <tr>
                    <th>Available Gold Type:</th>
                    <td>Yellow Gold, Rose Gold, White Gold</td>
                </tr>
                <tr>
                    <th>Available Gold Composition:</th>
                    <td>10K, 14K, 18K</td>
                </tr>
                <tr>
                    <th>Diamond Type:</th>
                    <td>Natural, Lab Grown</td>
                </tr>
                <tr>
                    <th>Gemstone Shape:</th>
                    <td>Emerald</td>
                </tr>
                <tr>
                    <th>Gemstone Setting:</th>
                    <td>Claw Prong</td>
                </tr>
                <tr>
                    <th>Gemstone Carat Weight:</th>
                    <td>2.0 Ct.</td>
                </tr>
                <tr>
                    <th>Accent Gemstones (Side Diamond):</th>
                    <td>
                        <pre>Type : Natural or lab diamond, depending on selected center diamond<br />Shape : Baguette<br />Number : 2<br />Min .carat total weight .: 0.29<br />Setting : Bead Prong<br />Average color : F/G<br />Average clarity : SI</pre>
                    </td>
                </tr>
            </table>
            ",,,Rings,"https://image.brilliantearth.com/media/diamond_ring_vto/FI/BE1D1972_rose_Emerald_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/C9/BE1D1972_EM_200ct_rose_side1.jpg,https://image.brilliantearth.com/media/carat_image/E6/BE1D1972_EM_200ct_rose_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/25/BE1D1972_white_Emerald_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/E3/BE1D1972_EM_200ct_white_side1.jpg,https://image.brilliantearth.com/media/carat_image/5F/BE1D1972_EM_200ct_white_side2.jpg,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,https://image.brilliantearth.com/media/carat_image/E0/BE1D1972_EM_200ct_yellow_side1.jpg,https://image.brilliantearth.com/media/carat_image/CB/BE1D1972_EM_200ct_yellow_side2.jpg",,Composition,"10 Kt, 14 Kt, 18 Kt",1,1,10 Kt,Ring Size,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5",1,1,4.0,Diamond Type,"Lab Grown, Natural",1,1,Lab Grown,Color,"Rose Gold, White Gold, Yellow Gold",1,1,Rose Gold
variation,RING-00055-Yellow Gold-Lab Grown-10 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,791.2,913.9084894806203,,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,RING-00055,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00055-Yellow Gold-Natural-10 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16669.6,22258.31628896645,,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,RING-00055,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00055-White Gold-Lab Grown-10 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,791.2,960.8457151871344,,https://image.brilliantearth.com/media/diamond_ring_vto/25/BE1D1972_white_Emerald_top_2_carat.png,RING-00055,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00055-White Gold-Natural-10 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16669.6,21668.151871169728,,https://image.brilliantearth.com/media/diamond_ring_vto/25/BE1D1972_white_Emerald_top_2_carat.png,RING-00055,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00055-Rose Gold-Lab Grown-10 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,791.2,1007.8284937019132,,https://image.brilliantearth.com/media/diamond_ring_vto/FI/BE1D1972_rose_Emerald_top_2_carat.png,RING-00055,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00055-Rose Gold-Natural-10 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16669.6,18686.826243941417,,https://image.brilliantearth.com/media/diamond_ring_vto/FI/BE1D1972_rose_Emerald_top_2_carat.png,RING-00055,Composition,10 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00055-Yellow Gold-Lab Grown-14 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,859.6000000000001,1072.2539030781563,,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,RING-00055,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00055-Yellow Gold-Natural-14 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16738.0,19883.68247021059,,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,RING-00055,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
variation,RING-00055-White Gold-Lab Grown-14 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,859.6000000000001,1114.1306600781284,,https://image.brilliantearth.com/media/diamond_ring_vto/25/BE1D1972_white_Emerald_top_2_carat.png,RING-00055,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,White Gold,1,1,
variation,RING-00055-White Gold-Natural-14 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16738.0,20678.02926348782,,https://image.brilliantearth.com/media/diamond_ring_vto/25/BE1D1972_white_Emerald_top_2_carat.png,RING-00055,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,White Gold,1,1,
variation,RING-00055-Rose Gold-Lab Grown-14 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,859.6000000000001,1040.0907940106,,https://image.brilliantearth.com/media/diamond_ring_vto/FI/BE1D1972_rose_Emerald_top_2_carat.png,RING-00055,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Rose Gold,1,1,
variation,RING-00055-Rose Gold-Natural-14 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16738.0,22299.241691656927,,https://image.brilliantearth.com/media/diamond_ring_vto/FI/BE1D1972_rose_Emerald_top_2_carat.png,RING-00055,Composition,14 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Rose Gold,1,1,
variation,RING-00055-Yellow Gold-Lab Grown-18 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,917.2,1037.2299096007418,,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,RING-00055,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Lab Grown,1,1,,Color,Yellow Gold,1,1,
variation,RING-00055-Yellow Gold-Natural-18 Kt,Vertical Baguette Three Stone Diamond Engagement Ring,1,visible,,16795.6,18971.113165648138,,https://image.brilliantearth.com/media/diamond_ring_vto/F0/BE1D1972_yellow_Emerald_top_2_carat.png,RING-00055,Composition,18 Kt,1,1,,Ring Size,,1,1,,Diamond Type,Natural,1,1,,Color,Yellow Gold,1,1,
